text,label
"Dear Senator, If one could sum up the definition of the Electoral College in a few words, those words would be unessasary and room for error. The Electoral College was established by our fore fathers in the constitution. Paragraph one in What is the Electoral College by the Office of the Federal Register states ""A compromise between election of the president by a popular vote of qualified citizens."" It is more than possible that a change in our voting system could better america in all kinds of ways. I believe that the electoral College takes away the peoples opinion in a way just discreet enough to still call it a democracy. The people still vote and determine the overall outcome of the election, But with an electoral college, there is more then enough room for error. One argument against the Electoral College is in the very purpose of the system. The people votes go to an electors slate that share the same view as you, then they vote for a candidate. This is opposed to the peoples vote going directly to the candidate. This method of voting is if not purposeless then problematic. Electors can betrey your trust and vote for the opposite candidate. A statement from bradford Plumers' The Indefensible Electoral College says ""Can voters control whom their electors vote for? Not always."" In America our society is based off of freedom and the electoral college is not promoting it. Please keep in mind that the legislature is nearly completly responsable for choosing our electors. At any election they could defy the peoples choice. excerpt from The Indefensible Electoral states ""back in 1960, segregationists in the louisiana legislature neary succeeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy."" Electors have occasionally been know for simply refusing to vote for their party's candidate. If this is freedom to vote then there undoubtingly needs to be a change in the near future. candles like the one thay occurred in 1960 rarely happen, but whos to say that it could not happen in the future. Our presidential election is practically based off of trust in our government. The Electoral college does recognize voters from each region of the county but due to the way the system is set up, it does a poor job interpreting the votes of the people. A quote from In Defence of the Electoral College by Richard A. Posner states ""It is entirely possible that the winner of the electoral vote will not win the national popluar vote"" This happened as recently as the election of 2000 Then ask yourself what would really be the harm of ignoring the Electoral College. It only would make the outcome clearer. The American elections differ from most countrys in the way that we are a democracy. we the people can vote. we the people have individual voices that are the composition of the country. The elector college does not oppose this. But rather is opening the doors for corruption. Taking away the Electoral College and replacing it with popular vote, is simply clarifying the peoples decisions, and the peoples decisions is nothing less then America itself.",0
"had made him courteous. Lady Lucas was a very good kind of woman, not too clever to be a valuable neighbour to Mrs. Bennet. They had several children. The eldest of them, a sensible, intelligent young woman, about twenty-seven, was Elizabeth’s intimate friend. That the Miss Lucases and the Miss Bennets should meet to talk over a ball was absolutely necessary; and the morning after the assembly brought the former to Longbourn to hear and to communicate. “_You_ began the evening well, Charlotte,” said Mrs. Bennet, with civil self-command, to Miss Lucas. “_You_ were Mr. Bingley’s first choice.” “Yes; but he seemed to like his second better.” “Oh, you mean Jane, I suppose, because he danced with her twice. To be sure that _did_ seem as if he admired her--indeed, I rather believe he _did_--I heard something about it--but I hardly know what--something about Mr. Robinson.” “Perhaps you mean what I overheard between him and Mr. Robinson: did not I mention it to you? Mr. Robinson’s asking him how he liked our Meryton assemblies, and whether he did not think there were a great many pretty women in the room, and _which_ he thought the prettiest? and his answering immediately",0
"When you think about limiting car usage you might think ""Well how am I supposed to get there. Theres no way i'm able to get to my destination without a car."" Yes, I'm pretty sure we all would'nt want to walk five thousand miles to visit a friend three hours away, but here me out. Doesnt a car make you all tired? Knowing you have to pay a bill every month, or getting gas four times a week. Just imagine a world where thats not a problem. In Vauban Germany they are most of the time a car free zone. Owners of cars aren't allowed to have cars in there garage or in the streets or wherever a car would normally be. They have to keep there cars in a space they buy at the edge of the community for 40,000 plus the paying for their homes. Now I wouldnt want to pay all this money to park my car. Most people in suburban homes sold their vehicles so that they could live there without a problem. Heidren Walter said,"" When I had a car I was always tense. I'm much happier this way."" She says as she's walking down the street she can actual listen to the community of children playing and not be drown out from the loud motor in the car. Now, limiting car usage doesnt mean we all have to walk to our destinations. We could start using bicycles more often and actually get a benefit of working out. Sure it might make you all sweaty and gross. But make a plan to get up a little earlier and then wash up at wherever it is you are to be. And limiting cars doesnt mean every single one of us need to give up our cars. Instead we can find a friend who lives near to us or a fellow coworker and car pool. Instead of all two hundred employes lugging their cars on the road and getting stuck in torturous traffic. make a plan to get five people in a car and instead of two hundred cars on their way to work, there would only be about fourty cars going to the same place. That would clear up our roads and reduce traffic. In France Congestion was down sixty percent after reducing cars. ""Diesel makes up 67 percent of vehicles in France, compared to a 53.3 percent average of diesel engines in the rest of Westurn Europe.."" ,according to Robert Duffer. People today are now worrying to much on their cars and how much it will cost them. Not worrying about jobs and insurance. The invention of the car was not to see who can get the most miles or whos car gets better horse power. It was about helping people get from A to B, and we can do just that. There are many people out here who will think that limiting car use is a waste of time and like to keep things the same. But we can be the generation who changes that. If we could go down to one car a family and start car pooling with one another, or even start using bikes to go to places with our friends, we can help make the community a better place. One day just try. Try walking to the super market. Instead of making your mom drive you and your friends to the mall, try making a plan to all ride your bikes there. It doesnt hurt to try, so try to start.",0
"by his own thoughts to perceive that Sir William Lucas was his neighbour, till Sir William thus began:-- “What a charming amusement for young people this is, Mr. Darcy! There is nothing like dancing, after all. I consider it as one of the first refinements of polished societies.” “Certainly, sir; and it has the advantage also of being in vogue amongst the less polished societies of the world: every savage can dance.” Sir William only smiled. “Your friend performs delightfully,” he continued, after a pause, on seeing Bingley join the group; “and I doubt not that you are an adept in the science yourself, Mr. Darcy.” “You saw me dance at Meryton, I believe, sir.” “Yes, indeed, and received no inconsiderable pleasure from the sight. Do you often dance at St. James’s?” “Never, sir.” “Do you not think it would be a proper compliment to the place?” “It is a compliment which I never pay to any place if I can avoid it.” “You have a house in town, I conclude?” Mr. Darcy bowed. “I had once some thoughts of fixing in town myself, for I am fond of superior society; but I did not feel quite certain that the",0
"I would say that we keep the Electoral College because it has worked over the past century so why change it now. The people voting don't always know what they want in a president they might be undecided and just choose the best looking one. I mean yeah some have their facts straight and know how the president they are voting is going to help the united states become a better country overall. When people have to much freedom they don't know what to do and do wrong choices so i think choosing a elector is a good thing they have studied the president and have heard countless promises that he has done. I mean he or she most likely will vote for the candidate running for president you did because he or she is a elector he or she gets the people who also voted for the same person as he or she wants. I mean we people are still voting we still have the vote just that our vote goes to choosing a certain elector instead of just directly leaving it to the people to vote for a certain candidate running for president. By this the number is much smaller since each country is weighed and is worth certain points and decided by electors you choosed to trust to vote for the same president you did. You still are in control just that you choose somebody heher is not likely to change his or her mind and vote for the exact person you want he or she to vote for. It stated in the article that ""Each candidate running for president in your state has his or her own group of electors. The electors are generally chosen by the candidate's political party."" I say that if the candidate political party chooses the electors then they must be good and the party must be sure the elector won't change his mind out of no where. This does make the candidate running for president try to convience the electors he is the one they need and that he will help our country be better. This also helps the candidate running for president know what states he should go to since some states they already know they lost. It stated in the article that ""A solid regional favorite, such as Romney was in the south,has no incentive to campaign heavily in those states, for he gains no electoral votes by increasing his plurality in states that he knows he will win.""So this keeps the president from having to go to every state because its just no based of popular vote and want every individual person votes for. I think the Electoral college is great and well organized the process is good and the only thing is does is make the voting process more easier and ordered. I think we should keep it i mean it has had his troubles her and there but it has worked so good for such a long time. We don't want to change it and create choas since a lot of people are not use to change and don't take it quite well. I hope this is the way we keep on voting i think its great and that changing it would just make things harder on everybody.",0
"I argue in favor of keeping the electoral college because of the fact that if the popular vote and the vote in congress were to fail, there would be a backup way of casting, counting and recording votes by a qualified group of citizens, as stated in the first paragraph of the prompt. I believe the Electoral College should not be abolished also, for the reason that each candidate for president has an amount of electors chosen, varying on the state laws in effect in the given state he or she is being elected from. Also, an advantage of the Electoral College is also that the winning presidential candidate is awarded all of the electors in most states, except Maine and Nebraska, stated in the seventh paragraph. The College also identifies which electors will represent your state at the meeting of electors, as well as the presidential candidate. Just like almost anything, the Electoral College has flaws, such as electors can be any person not holding public office, and, depending on the state, whoever selects electors may vary. Plus, not everyone can control who their electors vote for, but the Electoral College has been in effect for over 200 years, established by the founding fathers themselves in the Constitution, so why not trust that they knew what they were doing? Besides, when each party selects a slate of electors, they put their trust, which, might I add, is rarely betrayed. But there is the problem that not all winners of electoral votes will not win the national vote such an instance happened in 2000, when Al Gore had more popular votes than George Bush, yet fewer electoral votes. Even so, that was the first time since 1888, as said in paragraph 16. There are a few practical reasons the Electoral College, even though it lacks a democratic pedigree, should be retained. Reason one is a certainty of outcome. An example is in the 2012 election, when Obama recieved 61.7 percent of electoral votes, while rodney recieved 51.3 percent of popular votes. A tie, is also possible, seeing as the total number of votes, 538, is even. Another example is how the electoral college restores some of the weight in political balance, in which large states, populationwise, lose by virtue of the malapportionment of the Senate decreed in the Constitution. The subject of the Electoral Coolege's method of selecting a president is controversial in the sense that it may turn off potential voters for a candidate who has no hope of carrying their state, such as Democrats in Texas, or Republicans in California,when they know their vote will have no effect, their incentive is much less than if it were picked by popular vote.",0
"I believe that we, the people, should elect our presidents by popular vote. although all 48 presidents have been elected by Electoral College, I think its time for some change. In the second source, ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"" by Bradford Plumber, he states that voters vote not for the president but for a slate of electors. These electors are just simply pledged to whom the voters vote for. The people have no control who their electors really vote for. Now others like in our third source, ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" written by Richard A. Posner, believe that when we vote for that slate of electors, we can ""trust"" that they will vote for the president the people voted for. In my opinion, I urge you to ask yourself. Can you really trust these electors? How do we know they will vote for the president the people really want? How do we know they won't ignore our votes? How can we trust these electors? Just like what Bradford Plumber said, ""Consider that state legislatures are technically responsible for picking electors, and that those electors could always defy the will of the people."" To some, the electoral college is unfair because of the winnertakeall system in each state. Candidates usually only go to ""swing"" states. ""Swing"" sates are states with tight races. This, if fact, is not fair at all because some states don't even get to see the candidates. In our second source, it clearly states that in he 2000 campaigns, 17 states didn't see the candidates at all. In the third source, it states, ""....Voters in tossup states are more likely to pay close attention to the campaigns... They are likely to be the most thoughtful voters..."". I completely disagree with this because what mathematical, tangible, or hard core evidence is there to physically prove that the people in tossup sates are more thoughful that the people who aren't. I think that candidates should go to states that have more people that are the opposite party. So with this said, I think Electoral College should be no more and we should elect our presidents by popular vote. Thank you and have a wonderful day.",0
"Limiting car usage is a very good idea. It can save a lot of money, keep pollution from happening,and keep people safe. If more people tend to save money because of cars, then they can buy more stuff. If more people save the environment people can have fresh air to breath in. Multiple resources have been found to support the idea that limiting car use can save a lot of money and make the environment safer. For example, ""In German Suburb, Life Goes On Without Cars"" by Elisabeth Rosenthal, it states that ""As a result of buying a parking space for 40,000, 70 percent of vaughn's families do not own cars, and 57 percent sold a car to move here. When I had a car I was always tense. I'm much happier this way,"" said Heidrun Walter."" This quote explains the troubles and tension that one has to deal with when having a car. ""In previous bills, 80 percent of appropriations have by law gone to highways and only 20 percent to other transport."" When Vauban, Germany had cars, their bill went up higher for highways instead of other transports. People should start to use other means of transport instead of cars. In ""Paris bans driving due to smog"" by Robert Duffer, Robert helps explain the reason why driving should be banned. ""Paris enforced a partial driving ban to clear the air of the global city."" Paris is very smart to do that, because cars create pollution. The way that they partially banned driving is that ""Motorists with evennumbered license plates were ordered to leave their cars at home or suffer a 22euro fine 31. The same would apply to oddnumbered plates the following day."" Atleast paris partially protected the environment instead of the whole environment having to be in pollution. In ""The End of Car Culture"" by Elisabeth Rosenthal, the author supports the idea of limiting car usage for the concern of safety. Safety is a really important thing in life. Cars can limit the danger of getting in a car accident. ""He proposed partnering with the telecommunications industry to create cities in which pedistrians, bicycle, private cars, commercial and public transportation traffic are woven into a connected network to save time, conserve resources, lower emissions, and improve safety."" If people did not have cars, then nobody would have to worry about accidents and their safety. In conclusion, limiting driving and the usage of cars can improve the world. It can make it a safer environment, safe money, and stop pollution. These evidences from the excerpts can prove that limiting car usage is a really good idea.",0
"When electing the president of the United States, you must vote in favor of the president you want. However, instead of coming down to popular vote, the system uses the Electrolar College to decide. The electoral Vote works in that the people of a certain states votes for their candidate and the majority of people who vote for a certain president give their votes to a slate of voters. What this means is that the popular vote within a state wins the electoral votes of the electors who then vote for the president. Many people dislike this system including myself. I disaprove of this system because it limits representation, permits the disinterest of voters, and reduces a candidates interest in a state. One major problem with the Electoral College voting system is that it limits representation of the people. The Electoral COllege votes work so that the population of a state directly effects the amount of votes that states receives. For example, Wyoming only has about 500,000 voters so it only receives one electoral college vote. Because there is only one vote for wyoming, the 500,000 voters do not have acurate representation in a vote that has a total of 270 electoral votes. There have also been times in which a president has won the piopular vote but lost the Electoral College vote. This was seen in the 2000 vote of Bush versus Gore when Gore won the popular vote and Bush won the electoral vote. One might claim that because the amount of electoral votes for a state is based of the population, it is fair. However, I believe that the popular vote is more fair because it expresses the opinion of the majority. In some states, there is a large majority of people running for a single party. This can be observed primarily in Texas where an overwhelming majority of voters are Republican. Therefore, the Republican president wins Texas almost every election period. This can be frustrating for Democrats who live in Texas because they know that their vote does not matter causing them to lose interest in voting in the first place. This is not fair for those people nor is it particularly good to express as an American trait. As stated before, the larger the population of a states, the more Electoral College votes that state gets. This leads to a small group of ""big states"" that have such a large amount of votes, they are the target for candidates to try to persuade to vote for them. On the opposite side of the spectrum, most of the other 50 states have a smaller amount of votes and are less of an objective for candidates to acquire. In many states throughout an election preiod the period in which candidates move to diferent states giving speeches the candidates never make an appearance in their state at all. This is observed in the 2000 election in which seventeen states did not have the candidate make an appearance at all. This also can lower interest in voting for the president. The Electoral college voting system is not fair in the way the present system works. The system does not show proper representation of the people, does not promote interest in voting, and causes a candidate to ignore the states in which do not have a large amount of electoral votes. Moving to popular vote will fix all of these problems and will improve the way we vote for our president.",0
"We can all be a superhero. Saving the world from smog. All you have to do is get rid of your car. Sounds impossible, but there are many advantages of limiting car usage. Once you have found another way to go about your day without a car, you might see that your life will improve, along with the Earth. In Vauban, Germany there are many participatory, ""70 percent of... families do not own cars, and 57 percent sold a car to move there""source 1. With the statistics of the greenhouse gas emissions in Europe and United States caused by passenger cars are so shocking, you can see why it is so important to current efforts to drastically reduce emissions from tailpipe. With ""12 percent... in Europe and 50 percent in some carintensive areas in the United States""source 1, it should not come to a surprise to people that we need to look further to invest time to promotioning a no car lifestyle. Although, the United States percentage is so high, a lot of people are also participating in a carfree life, with the internet allowing people to feel more connected they will not need to drive to meet friends. Also ""cellphones and carpooling apps has facilitated more flexible commuting arrangements""source 4, along with ""shared van services for getting to work""source 4 being seen as a way people ""organize their summer jobs and social life around where they can walk or take public transportation or carpool with friends""source 4. With this evolution accuring ""there has been a large drop in the percentage of 16 to 39yearolds getting license""source 4. America is on the right track with fewer cars being bought, less drivers, and fewer licenses as the years go by it can still improve. Some ways that it could improve would be to take some ideas from other countries, such as Paris and Colombia. Where in Paris they have enforced partial driving bans on Mondays that ""motorists with evennumbered license plates are are ordered to leave their cars at home or suffer a 22euro fine""source 2. This establishment helped a great deal leaving ""congestion...down 60 percent...after fivedays of intensifying smog""source 2. Although critics argue that ""delivery companies complained of lost revenue...public transit was free of charge from Friday to Monay""source 2. Also in Bogota, Colombia there is a program that ""promotes alternative transportationg and reduce smog"", a day without cars where ""cars they are ban with only buses and taxis permitted"" source 3. The violators of this programed were charged a 25 fine. These programs would defiantly improve the surburbs, leaving them denser, better for walking and ""more accessible to public transportation""source 1. With these changes ""stores are placed a walk away, on a main street, rather than in malls alongs some distant highway""source 1. The world would become more for the living and less for the machine if we create a trend for a no car zone in all of our daily lifes.",0
